INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1982-092ASJ","50758","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-23","90.82","82.47","341","289","","","0","SMALL","8152","1982","92","ASJ","Y","COSMOS 1408 DEB","1982-092ASJ","50758"
"1982-092ASK","50759","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-21","92.35","82.62","424","356","","","0","SMALL","8306","1982","92","ASK","Y","COSMOS 1408 DEB","1982-092ASK","50759"
"1982-092ASL","50760","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-09","90.77","82.26","325","299","","","0","SMALL","8306","1982","92","ASL","Y","COSMOS 1408 DEB","1982-092ASL","50760"
"1982-092ASM","50761","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-07","90.91","82.32","353","285","","","0","SMALL","8197","1982","92","ASM","Y","COSMOS 1408 DEB","1982-092ASM","50761"
"1982-092ASN","50762","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-31","92.00","82.46","403","343","","","0","SMALL","8246","1982","92","ASN","Y","COSMOS 1408 DEB","1982-092ASN","50762"
"1982-092ASP","50763","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-30","89.30","82.62","253","227","","","0","SMALL","8306","1982","92","ASP","Y","COSMOS 1408 DEB","1982-092ASP","50763"
"1982-092ASQ","50764","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-05","91.87","82.58","383","350","","","0","SMALL","8306","1982","92","ASQ","Y","COSMOS 1408 DEB","1982-092ASQ","50764"
"1982-092ASR","50765","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-27","88.56","82.59","214","193","","","0","SMALL","8246","1982","92","ASR","Y","COSMOS 1408 DEB","1982-092ASR","50765"
"1982-092ASS","50766","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-11","89.34","82.60","252","232","","","0","SMALL","8306","1982","92","ASS","Y","COSMOS 1408 DEB","1982-092ASS","50766"
"1982-092AST","50767","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-24","92.10","82.83","396","359","","","0","SMALL","8306","1982","92","AST","Y","COSMOS 1408 DEB","1982-092AST","50767"
"1982-092ASU","50768","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-15","88.86","82.62","225","211","","","0","SMALL","8181","1982","92","ASU","Y","COSMOS 1408 DEB","1982-092ASU","50768"
"1982-092ASV","50769","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-27","88.73","82.58","225","198","","","0","SMALL","8246","1982","92","ASV","Y","COSMOS 1408 DEB","1982-092ASV","50769"
"1982-092ASW","50770","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-07","90.30","82.58","302","276","","","0","SMALL","8346","1982","92","ASW","Y","COSMOS 1408 DEB","1982-092ASW","50770"
"1982-092ASX","50856","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-21","92.49","82.61","435","358","","","0","SMALL","8246","1982","92","ASX","Y","COSMOS 1408 DEB","1982-092ASX","50856"
"1982-092ASY","50857","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-10","91.31","82.40","349","329","","","0","SMALL","8246","1982","92","ASY","Y","COSMOS 1408 DEB","1982-092ASY","50857"
"1982-092ASZ","50858","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-13","88.81","82.58","227","204","","","0","SMALL","8283","1982","92","ASZ","Y","COSMOS 1408 DEB","1982-092ASZ","50858"
"1982-092AT","49554","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-28","88.94","82.18","239","205","","","0","SMALL","8368","1982","92","AT","Y","COSMOS 1408 DEB","1982-092AT","49554"
"1982-092ATA","50859","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-09","88.95","82.50","230","215","","","0","SMALL","8246","1982","92","ATA","Y","COSMOS 1408 DEB","1982-092ATA","50859"
"1982-092ATB","50860","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-27","89.65","82.48","264","250","","","0","SMALL","8246","1982","92","ATB","Y","COSMOS 1408 DEB","1982-092ATB","50860"
"1982-092ATC","50861","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-09","90.30","82.60","301","278","","","0","SMALL","8246","1982","92","ATC","Y","COSMOS 1408 DEB","1982-092ATC","50861"
"1982-092ATD","50862","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-29","89.83","82.48","270","263","","","0","SMALL","8222","1982","92","ATD","Y","COSMOS 1408 DEB","1982-092ATD","50862"
"1982-092ATE","50863","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-19","90.48","82.56","316","280","","","0","SMALL","8246","1982","92","ATE","Y","COSMOS 1408 DEB","1982-092ATE","50863"
"1982-092ATF","50864","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-12-28","88.79","82.62","219","210","","","0","SMALL","8276","1982","92","ATF","Y","COSMOS 1408 DEB","1982-092ATF","50864"
"1982-092ATG","50865","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-01","91.07","82.60","339","315","","","0","SMALL","8246","1982","92","ATG","Y","COSMOS 1408 DEB","1982-092ATG","50865"
"1982-092ATH","50866","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-14","90.13","82.59","290","272","","","0","SMALL","8246","1982","92","ATH","Y","COSMOS 1408 DEB","1982-092ATH","50866"
"1982-092ATJ","50867","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-29","89.40","82.51","249","240","","","0","SMALL","8246","1982","92","ATJ","Y","COSMOS 1408 DEB","1982-092ATJ","50867"
"1982-092ATK","50868","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-15","90.01","82.66","287","262","","","0","SMALL","8246","1982","92","ATK","Y","COSMOS 1408 DEB","1982-092ATK","50868"
"1982-092ATL","50869","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-23","88.80","82.70","222","208","","","0","SMALL","8246","1982","92","ATL","Y","COSMOS 1408 DEB","1982-092ATL","50869"
"1982-092ATM","50870","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-05","89.81","82.74","286","244","","","0","SMALL","8246","1982","92","ATM","Y","COSMOS 1408 DEB","1982-092ATM","50870"
"1982-092ATN","50871","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-01-14","88.61","82.55","207","205","","","0","SMALL","8299","1982","92","ATN","Y","COSMOS 1408 DEB","1982-092ATN","50871"
"1982-092ATP","50872","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-17","88.14","82.43","193","172","","","0","SMALL","8246","1982","92","ATP","Y","COSMOS 1408 DEB","1982-092ATP","50872"
"1982-092ATQ","50873","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-11","89.55","82.54","263","241","","","0","SMALL","8191","1982","92","ATQ","Y","COSMOS 1408 DEB","1982-092ATQ","50873"
"1982-092ATR","50874","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-05","88.24","82.58","195","180","","","0","SMALL","8306","1982","92","ATR","Y","COSMOS 1408 DEB","1982-092ATR","50874"
"1982-092ATS","50875","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-06","88.45","82.51","207","189","","","0","SMALL","8246","1982","92","ATS","Y","COSMOS 1408 DEB","1982-092ATS","50875"
"1982-092ATT","50876","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-27","88.95","82.60","233","212","","","0","SMALL","8246","1982","92","ATT","Y","COSMOS 1408 DEB","1982-092ATT","50876"
"1982-092ATU","50877","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-26","89.32","82.54","253","229","","","0","SMALL","8011","1982","92","ATU","Y","COSMOS 1408 DEB","1982-092ATU","50877"
"1982-092ATV","50878","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-30","90.27","82.52","297","278","","","0","SMALL","8246","1982","92","ATV","Y","COSMOS 1408 DEB","1982-092ATV","50878"
"1982-092ATW","50879","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-23","89.88","82.53","275","262","","","0","SMALL","8246","1982","92","ATW","Y","COSMOS 1408 DEB","1982-092ATW","50879"
"1982-092ATX","50880","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-27","89.14","82.50","241","223","","","0","SMALL","8246","1982","92","ATX","Y","COSMOS 1408 DEB","1982-092ATX","50880"
"1982-092ATY","50881","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-27","88.85","82.62","228","207","","","0","SMALL","8149","1982","92","ATY","Y","COSMOS 1408 DEB","1982-092ATY","50881"
"1982-092ATZ","50882","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-05","88.27","82.85","199","178","","","0","SMALL","8149","1982","92","ATZ","Y","COSMOS 1408 DEB","1982-092ATZ","50882"
"1982-092AU","49555","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-08","90.87","82.89","345","289","","","0","SMALL","8111","1982","92","AU","Y","COSMOS 1408 DEB","1982-092AU","49555"
"1982-092AUA","50883","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-04","90.33","82.48","302","279","","","0","SMALL","8251","1982","92","AUA","Y","COSMOS 1408 DEB","1982-092AUA","50883"
"1982-092AUB","50884","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-29","88.98","82.49","233","216","","","0","SMALL","8246","1982","92","AUB","Y","COSMOS 1408 DEB","1982-092AUB","50884"
"1982-092AUC","50885","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-15","89.90","82.88","278","261","","","0","SMALL","8327","1982","92","AUC","Y","COSMOS 1408 DEB","1982-092AUC","50885"
"1982-092AUD","50886","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-06","88.83","82.47","227","206","","","0","SMALL","8246","1982","92","AUD","Y","COSMOS 1408 DEB","1982-092AUD","50886"
"1982-092AUE","50887","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-10","89.00","82.47","226","224","","","0","SMALL","8381","1982","92","AUE","Y","COSMOS 1408 DEB","1982-092AUE","50887"
"1982-092AUF","50888","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-16","89.28","82.58","247","231","","","0","SMALL","8034","1982","92","AUF","Y","COSMOS 1408 DEB","1982-092AUF","50888"
"1982-092AUG","50889","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-01-14","88.26","82.45","192","184","","","0","SMALL","8298","1982","92","AUG","Y","COSMOS 1408 DEB","1982-092AUG","50889"
"1982-092AUH","50890","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-20","87.85","82.50","174","161","","","0","SMALL","8378","1982","92","AUH","Y","COSMOS 1408 DEB","1982-092AUH","50890"
"1982-092AUJ","50891","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-02","88.66","82.50","216","201","","","0","SMALL","8246","1982","92","AUJ","Y","COSMOS 1408 DEB","1982-092AUJ","50891"
"1982-092AUK","50892","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-22","90.10","82.55","288","270","","","0","SMALL","8306","1982","92","AUK","Y","COSMOS 1408 DEB","1982-092AUK","50892"
"1982-092AUL","50893","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-15","88.52","82.49","209","193","","","0","SMALL","8306","1982","92","AUL","Y","COSMOS 1408 DEB","1982-092AUL","50893"
"1982-092AUM","50894","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-12","88.41","82.56","211","181","","","0","SMALL","8246","1982","92","AUM","Y","COSMOS 1408 DEB","1982-092AUM","50894"
"1982-092AUN","50895","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-21","88.46","82.53","206","191","","","0","SMALL","8246","1982","92","AUN","Y","COSMOS 1408 DEB","1982-092AUN","50895"
"1982-092AUP","50896","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-22","89.65","82.50","267","248","","","0","SMALL","8041","1982","92","AUP","Y","COSMOS 1408 DEB","1982-092AUP","50896"
"1982-092AUQ","50897","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-24","87.82","82.57","172","161","","","0","SMALL","8216","1982","92","AUQ","Y","COSMOS 1408 DEB","1982-092AUQ","50897"
"1982-092AUR","50898","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-12","88.69","82.58","219","201","","","0","SMALL","8091","1982","92","AUR","Y","COSMOS 1408 DEB","1982-092AUR","50898"
"1982-092AUS","50899","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-23","88.18","82.50","191","178","","","0","SMALL","8246","1982","92","AUS","Y","COSMOS 1408 DEB","1982-092AUS","50899"
"1982-092AUT","50900","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-03","89.59","82.50","268","240","","","0","SMALL","8246","1982","92","AUT","Y","COSMOS 1408 DEB","1982-092AUT","50900"
"1982-092AUU","50901","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-11","88.77","82.43","227","201","","","0","SMALL","8246","1982","92","AUU","Y","COSMOS 1408 DEB","1982-092AUU","50901"
"1982-092AUV","50902","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-30","89.66","82.57","267","249","","","0","SMALL","8246","1982","92","AUV","Y","COSMOS 1408 DEB","1982-092AUV","50902"
"1982-092AUW","50903","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-01-18","87.81","82.61","172","160","","","0","SMALL","8301","1982","92","AUW","Y","COSMOS 1408 DEB","1982-092AUW","50903"
"1982-092AUX","50904","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-16","88.16","82.58","192","176","","","0","SMALL","8350","1982","92","AUX","Y","COSMOS 1408 DEB","1982-092AUX","50904"
"1982-092AUY","50905","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-23","88.31","82.54","201","181","","","0","SMALL","8246","1982","92","AUY","Y","COSMOS 1408 DEB","1982-092AUY","50905"
"1982-092AUZ","50906","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-19","88.61","82.54","214","197","","","0","SMALL","8306","1982","92","AUZ","Y","COSMOS 1408 DEB","1982-092AUZ","50906"
"1982-092AV","49556","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-02","87.97","82.74","182","165","","","0","SMALL","8224","1982","92","AV","Y","COSMOS 1408 DEB","1982-092AV","49556"
"1982-092AVA","50907","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-01","88.80","82.57","220","210","","","0","SMALL","8194","1982","92","AVA","Y","COSMOS 1408 DEB","1982-092AVA","50907"
"1982-092AVB","50908","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-10","87.75","82.47","169","157","","","0","SMALL","8399","1982","92","AVB","Y","COSMOS 1408 DEB","1982-092AVB","50908"
"1982-092AVC","50909","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-09","89.90","82.47","274","265","","","0","SMALL","8246","1982","92","AVC","Y","COSMOS 1408 DEB","1982-092AVC","50909"
"1982-092AVD","50910","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-15","91.07","82.52","347","308","","","0","SMALL","8246","1982","92","AVD","Y","COSMOS 1408 DEB","1982-092AVD","50910"
"1982-092AVE","50911","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-04","88.65","82.47","219","197","","","0","SMALL","8306","1982","92","AVE","Y","COSMOS 1408 DEB","1982-092AVE","50911"
"1982-092AVF","50912","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-14","88.39","82.64","200","190","","","0","SMALL","8353","1982","92","AVF","Y","COSMOS 1408 DEB","1982-092AVF","50912"
"1982-092AVG","50913","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-21","91.42","82.60","349","340","","","0","SMALL","8306","1982","92","AVG","Y","COSMOS 1408 DEB","1982-092AVG","50913"
"1982-092AVH","50914","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-09","89.57","82.50","258","249","","","0","SMALL","8229","1982","92","AVH","Y","COSMOS 1408 DEB","1982-092AVH","50914"
"1982-092AVJ","50915","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-11","87.81","82.62","174","158","","","0","SMALL","8177","1982","92","AVJ","Y","COSMOS 1408 DEB","1982-092AVJ","50915"
"1982-092AVK","50916","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-26","89.16","82.50","247","219","","","0","SMALL","8246","1982","92","AVK","Y","COSMOS 1408 DEB","1982-092AVK","50916"
"1982-092AVL","50917","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-19","90.10","82.72","312","246","","","0","SMALL","7945","1982","92","AVL","Y","COSMOS 1408 DEB","1982-092AVL","50917"
"1982-092AVM","50918","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-10","88.67","82.52","215","203","","","0","SMALL","8219","1982","92","AVM","Y","COSMOS 1408 DEB","1982-092AVM","50918"
"1982-092AVN","50919","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-14","88.28","82.65","199","179","","","0","SMALL","8246","1982","92","AVN","Y","COSMOS 1408 DEB","1982-092AVN","50919"
"1982-092AVP","50920","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-21","89.04","82.50","234","220","","","0","SMALL","8246","1982","92","AVP","Y","COSMOS 1408 DEB","1982-092AVP","50920"
"1982-092AVQ","50921","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-06-29","88.08","82.53","188","170","","","0","SMALL","8466","1982","92","AVQ","Y","COSMOS 1408 DEB","1982-092AVQ","50921"
"1982-092AVR","50922","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-05","90.27","82.56","296","279","","","0","SMALL","8246","1982","92","AVR","Y","COSMOS 1408 DEB","1982-092AVR","50922"
"1982-092AVS","50923","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-09","89.19","82.29","240","229","","","0","SMALL","8326","1982","92","AVS","Y","COSMOS 1408 DEB","1982-092AVS","50923"
"1982-092AVT","50924","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-28","88.51","82.58","214","188","","","0","SMALL","8246","1982","92","AVT","Y","COSMOS 1408 DEB","1982-092AVT","50924"
"1982-092AVU","50925","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-06-21","88.61","82.35","226","186","","","0","SMALL","8461","1982","92","AVU","Y","COSMOS 1408 DEB","1982-092AVU","50925"
"1982-092AVV","50926","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.11","82.56","462","392","","","0","SMALL","8481","1982","92","AVV","Y","COSMOS 1408 DEB","1982-092AVV","50926"
"1982-092AVW","50927","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-12-05","88.07","82.59","186","171","","","0","SMALL","8293","1982","92","AVW","Y","COSMOS 1408 DEB","1982-092AVW","50927"
"1982-092AVX","50928","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-12-14","88.91","82.51","227","214","","","0","SMALL","8262","1982","92","AVX","Y","COSMOS 1408 DEB","1982-092AVX","50928"
"1982-092AVY","50929","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-08","88.99","82.51","235","214","","","0","SMALL","8246","1982","92","AVY","Y","COSMOS 1408 DEB","1982-092AVY","50929"
"1982-092AVZ","50930","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-12","89.41","82.48","258","233","","","0","SMALL","8246","1982","92","AVZ","Y","COSMOS 1408 DEB","1982-092AVZ","50930"
"1982-092AW","49557","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-01-31","88.02","82.56","183","170","","","0","SMALL","8313","1982","92","AW","Y","COSMOS 1408 DEB","1982-092AW","49557"
"1982-092AWA","50931","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-07","91.83","82.49","400","328","","","0","SMALL","8246","1982","92","AWA","Y","COSMOS 1408 DEB","1982-092AWA","50931"
"1982-092AWB","50932","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-20","95.74","82.94","755","354","","","0","SMALL","8246","1982","92","AWB","Y","COSMOS 1408 DEB","1982-092AWB","50932"
"1982-092AWC","50933","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-14","88.80","82.59","224","206","","","0","SMALL","8091","1982","92","AWC","Y","COSMOS 1408 DEB","1982-092AWC","50933"
"1982-092AWD","50934","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-06","90.38","82.60","311","275","","","0","SMALL","8306","1982","92","AWD","Y","COSMOS 1408 DEB","1982-092AWD","50934"
"1982-092AWE","50935","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-29","88.66","82.46","216","201","","","0","SMALL","8247","1982","92","AWE","Y","COSMOS 1408 DEB","1982-092AWE","50935"
"1982-092AWF","50936","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-01","91.39","82.51","356","330","","","0","SMALL","8246","1982","92","AWF","Y","COSMOS 1408 DEB","1982-092AWF","50936"
"1982-092AWG","50937","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.38","82.57","463","418","","","0","SMALL","8481","1982","92","AWG","Y","COSMOS 1408 DEB","1982-092AWG","50937"
"1982-092AWH","50938","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-01-31","87.89","82.52","175","165","","","0","SMALL","8311","1982","92","AWH","Y","COSMOS 1408 DEB","1982-092AWH","50938"
"1982-092AWJ","50939","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-24","91.85","82.53","382","349","","","0","SMALL","8246","1982","92","AWJ","Y","COSMOS 1408 DEB","1982-092AWJ","50939"
"1982-092AWK","50940","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-16","91.18","82.61","341","323","","","0","SMALL","8191","1982","92","AWK","Y","COSMOS 1408 DEB","1982-092AWK","50940"
"1982-092AWL","50941","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-09","91.03","82.52","339","311","","","0","SMALL","8306","1982","92","AWL","Y","COSMOS 1408 DEB","1982-092AWL","50941"
"1982-092AWM","50942","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-04","87.43","82.62","155","139","","","0","SMALL","8378","1982","92","AWM","Y","COSMOS 1408 DEB","1982-092AWM","50942"
"1982-092AWN","50943","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-18","88.67","82.51","214","203","","","0","SMALL","8181","1982","92","AWN","Y","COSMOS 1408 DEB","1982-092AWN","50943"
"1982-092AWP","50944","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-27","89.29","82.59","257","221","","","0","SMALL","8246","1982","92","AWP","Y","COSMOS 1408 DEB","1982-092AWP","50944"
"1982-092AWQ","50945","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-11","88.65","82.50","221","195","","","0","SMALL","8350","1982","92","AWQ","Y","COSMOS 1408 DEB","1982-092AWQ","50945"
"1982-092AWR","50946","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-03","90.13","82.57","287","275","","","0","SMALL","8306","1982","92","AWR","Y","COSMOS 1408 DEB","1982-092AWR","50946"
"1982-092AWS","50947","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-01","88.97","82.72","235","212","","","0","SMALL","8246","1982","92","AWS","Y","COSMOS 1408 DEB","1982-092AWS","50947"
"1982-092AWT","50948","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-17","89.42","82.38","257","235","","","0","SMALL","8246","1982","92","AWT","Y","COSMOS 1408 DEB","1982-092AWT","50948"
"1982-092AWU","50949","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-25","95.84","82.97","678","440","","","0","SMALL","8306","1982","92","AWU","Y","COSMOS 1408 DEB","1982-092AWU","50949"
"1982-092AWV","50950","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-24","89.14","82.57","249","215","","","0","SMALL","8246","1982","92","AWV","Y","COSMOS 1408 DEB","1982-092AWV","50950"
"1982-092AWW","50951","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-29","88.96","82.85","235","210","","","0","SMALL","8246","1982","92","AWW","Y","COSMOS 1408 DEB","1982-092AWW","50951"
"1982-092AWX","50952","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-06","89.02","82.47","231","221","","","0","SMALL","8246","1982","92","AWX","Y","COSMOS 1408 DEB","1982-092AWX","50952"
"1982-092AWY","50953","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-09","90.86","82.85","330","303","","","0","SMALL","8191","1982","92","AWY","Y","COSMOS 1408 DEB","1982-092AWY","50953"
"1982-092AWZ","50954","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-26","89.10","82.48","238","221","","","0","SMALL","8306","1982","92","AWZ","Y","COSMOS 1408 DEB","1982-092AWZ","50954"
"1982-092AX","49558","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-29","88.89","83.16","225","215","","","0","SMALL","8247","1982","92","AX","Y","COSMOS 1408 DEB","1982-092AX","49558"
