INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1982-092FY","49679","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-14","88.94","82.55","244","200","","","0","SMALL","8246","1982","92","FY","Y","COSMOS 1408 DEB","1982-092FY","49679"
"1982-092FZ","49680","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-15","88.99","82.70","237","212","","","0","SMALL","8034","1982","92","FZ","Y","COSMOS 1408 DEB","1982-092FZ","49680"
"1982-092G","49519","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-05","88.87","82.54","225","211","","","0","SMALL","8306","1982","92","G","Y","COSMOS 1408 DEB","1982-092G","49519"
"1982-092GA","49681","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","87.71","82.57","169","154","","","0","SMALL","8481","1982","92","GA","Y","COSMOS 1408 DEB","1982-092GA","49681"
"1982-092GB","49682","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-07-18","87.83","82.57","174","160","","","0","SMALL","8478","1982","92","GB","Y","COSMOS 1408 DEB","1982-092GB","49682"
"1982-092GC","49683","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-13","88.64","82.72","221","194","","","0","SMALL","7997","1982","92","GC","Y","COSMOS 1408 DEB","1982-092GC","49683"
"1982-092GD","49684","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-16","90.50","82.88","312","286","","","0","SMALL","8177","1982","92","GD","Y","COSMOS 1408 DEB","1982-092GD","49684"
"1982-092GE","49685","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-30","88.30","82.44","198","183","","","0","SMALL","7928","1982","92","GE","Y","COSMOS 1408 DEB","1982-092GE","49685"
"1982-092GF","49686","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-28","88.18","82.63","192","178","","","0","SMALL","8159","1982","92","GF","Y","COSMOS 1408 DEB","1982-092GF","49686"
"1982-092GG","49687","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-28","88.25","82.60","197","179","","","0","MEDIUM","8011","1982","92","GG","Y","COSMOS 1408 DEB","1982-092GG","49687"
"1982-092GH","49688","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-07","92.75","82.87","503","316","","","0","SMALL","8246","1982","92","GH","Y","COSMOS 1408 DEB","1982-092GH","49688"
"1982-092GJ","49689","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-23","90.41","83.06","313","276","","","0","SMALL","8065","1982","92","GJ","Y","COSMOS 1408 DEB","1982-092GJ","49689"
"1982-092GK","49690","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-22","89.66","82.31","266","249","","","0","SMALL","8246","1982","92","GK","Y","COSMOS 1408 DEB","1982-092GK","49690"
"1982-092GL","49691","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-27","88.97","82.85","240","208","","","0","SMALL","8136","1982","92","GL","Y","COSMOS 1408 DEB","1982-092GL","49691"
"1982-092GM","49692","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-26","88.81","82.07","240","192","","","0","SMALL","8246","1982","92","GM","Y","COSMOS 1408 DEB","1982-092GM","49692"
"1982-092GN","49693","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-23","90.38","82.97","311","275","","","0","SMALL","8246","1982","92","GN","Y","COSMOS 1408 DEB","1982-092GN","49693"
"1982-092GP","49694","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-01-22","87.76","82.51","168","159","","","0","MEDIUM","8322","1982","92","GP","Y","COSMOS 1408 DEB","1982-092GP","49694"
"1982-092GQ","49695","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-14","88.86","82.82","232","205","","","0","SMALL","8129","1982","92","GQ","Y","COSMOS 1408 DEB","1982-092GQ","49695"
"1982-092GR","49696","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-10","88.55","82.79","210","195","","","0","SMALL","8306","1982","92","GR","Y","COSMOS 1408 DEB","1982-092GR","49696"
"1982-092GS","49697","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-18","89.01","82.55","232","219","","","0","SMALL","8004","1982","92","GS","Y","COSMOS 1408 DEB","1982-092GS","49697"
"1982-092GT","49698","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-03","88.07","82.86","191","167","","","0","SMALL","8306","1982","92","GT","Y","COSMOS 1408 DEB","1982-092GT","49698"
"1982-092GU","49699","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-14","88.33","82.43","201","183","","","0","SMALL","8246","1982","92","GU","Y","COSMOS 1408 DEB","1982-092GU","49699"
"1982-092GV","49700","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-15","88.41","82.56","207","185","","","0","SMALL","8378","1982","92","GV","Y","COSMOS 1408 DEB","1982-092GV","49700"
"1982-092GW","49701","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-30","92.15","82.47","431","329","","","0","SMALL","7928","1982","92","GW","Y","COSMOS 1408 DEB","1982-092GW","49701"
"1982-092GX","49702","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-05","88.03","82.36","185","169","","","0","SMALL","8205","1982","92","GX","Y","COSMOS 1408 DEB","1982-092GX","49702"
"1982-092GY","49703","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-03","90.54","82.57","317","285","","","0","SMALL","8246","1982","92","GY","Y","COSMOS 1408 DEB","1982-092GY","49703"
"1982-092GZ","49704","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-25","88.93","81.90","229","214","","","0","SMALL","8396","1982","92","GZ","Y","COSMOS 1408 DEB","1982-092GZ","49704"
"1982-092H","49520","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-13","89.31","82.54","247","234","","","0","SMALL","8306","1982","92","H","Y","COSMOS 1408 DEB","1982-092H","49520"
"1982-092HA","49705","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-16","92.85","83.60","466","363","","","0","SMALL","7920","1982","92","HA","Y","COSMOS 1408 DEB","1982-092HA","49705"
"1982-092HB","49706","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-03","89.18","82.76","243","225","","","0","SMALL","8385","1982","92","HB","Y","COSMOS 1408 DEB","1982-092HB","49706"
"1982-092HC","49707","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-22","89.03","82.69","233","220","","","0","SMALL","8010","1982","92","HC","Y","COSMOS 1408 DEB","1982-092HC","49707"
"1982-092HD","49708","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.62","82.60","421","385","","","0","MEDIUM","8479","1982","92","HD","Y","COSMOS 1408 DEB","1982-092HD","49708"
"1982-092HE","49709","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.99","82.62","518","421","","","0","SMALL","8481","1982","92","HE","Y","COSMOS 1408 DEB","1982-092HE","49709"
"1982-092HF","49710","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-01","88.67","82.54","217","200","","","0","SMALL","8162","1982","92","HF","Y","COSMOS 1408 DEB","1982-092HF","49710"
"1982-092HG","49711","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-15","88.17","82.67","194","174","","","0","SMALL","8306","1982","92","HG","Y","COSMOS 1408 DEB","1982-092HG","49711"
"1982-092HH","49712","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-16","91.64","82.68","356","353","","","0","SMALL","8306","1982","92","HH","Y","COSMOS 1408 DEB","1982-092HH","49712"
"1982-092HJ","49713","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-18","87.62","82.64","161","152","","","0","SMALL","8209","1982","92","HJ","Y","COSMOS 1408 DEB","1982-092HJ","49713"
"1982-092HK","49714","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-26","88.96","82.53","238","208","","","0","SMALL","8098","1982","92","HK","Y","COSMOS 1408 DEB","1982-092HK","49714"
"1982-092HL","49715","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-09","88.96","82.40","238","208","","","0","SMALL","8306","1982","92","HL","Y","COSMOS 1408 DEB","1982-092HL","49715"
"1982-092HM","49716","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-06","88.16","82.59","193","174","","","0","SMALL","7993","1982","92","HM","Y","COSMOS 1408 DEB","1982-092HM","49716"
"1982-092HN","49717","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-05-06","87.70","82.55","171","150","","","0","SMALL","8406","1982","92","HN","Y","COSMOS 1408 DEB","1982-092HN","49717"
"1982-092HP","49718","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-18","89.12","82.49","241","221","","","0","SMALL","8306","1982","92","HP","Y","COSMOS 1408 DEB","1982-092HP","49718"
"1982-092HQ","49719","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-10","88.34","82.44","201","183","","","0","SMALL","8381","1982","92","HQ","Y","COSMOS 1408 DEB","1982-092HQ","49719"
"1982-092HR","49720","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-26","89.18","82.50","246","222","","","0","SMALL","8038","1982","92","HR","Y","COSMOS 1408 DEB","1982-092HR","49720"
"1982-092HS","49721","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-28","87.62","82.65","166","148","","","0","SMALL","8159","1982","92","HS","Y","COSMOS 1408 DEB","1982-092HS","49721"
"1982-092HT","49722","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-21","88.28","82.51","199","180","","","0","SMALL","8242","1982","92","HT","Y","COSMOS 1408 DEB","1982-092HT","49722"
"1982-092HU","49723","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-09","93.23","81.91","527","338","","","0","MEDIUM","7993","1982","92","HU","Y","COSMOS 1408 DEB","1982-092HU","49723"
"1982-092HV","49779","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-09","91.61","82.12","405","303","","","0","MEDIUM","7993","1982","92","HV","Y","COSMOS 1408 DEB","1982-092HV","49779"
"1982-092HW","49780","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-24","92.32","82.06","419","357","","","0","SMALL","8246","1982","92","HW","Y","COSMOS 1408 DEB","1982-092HW","49780"
"1982-092HX","49781","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-20","90.96","82.73","357","286","","","0","SMALL","8246","1982","92","HX","Y","COSMOS 1408 DEB","1982-092HX","49781"
"1982-092HY","49782","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-29","92.53","81.53","452","345","","","0","SMALL","8246","1982","92","HY","Y","COSMOS 1408 DEB","1982-092HY","49782"
"1982-092HZ","49783","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-24","94.17","82.42","640","317","","","0","SMALL","7951","1982","92","HZ","Y","COSMOS 1408 DEB","1982-092HZ","49783"
"1982-092J","49521","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-29","87.89","82.41","186","153","","","0","SMALL","7927","1982","92","J","Y","COSMOS 1408 DEB","1982-092J","49521"
"1982-092JA","49784","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.59","82.55","413","390","","","0","SMALL","8481","1982","92","JA","Y","COSMOS 1408 DEB","1982-092JA","49784"
"1982-092JB","49785","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-30","88.20","82.54","191","180","","","0","SMALL","8194","1982","92","JB","Y","COSMOS 1408 DEB","1982-092JB","49785"
"1982-092JC","49786","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-08","92.89","82.88","505","327","","","0","SMALL","8246","1982","92","JC","Y","COSMOS 1408 DEB","1982-092JC","49786"
"1982-092JD","49787","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-06-10","87.30","82.52","150","132","","","0","MEDIUM","8440","1982","92","JD","Y","COSMOS 1408 DEB","1982-092JD","49787"
"1982-092JE","49788","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-08","89.89","82.53","281","257","","","0","SMALL","8246","1982","92","JE","Y","COSMOS 1408 DEB","1982-092JE","49788"
"1982-092JF","49789","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.33","82.61","541","431","","","0","MEDIUM","8480","1982","92","JF","Y","COSMOS 1408 DEB","1982-092JF","49789"
"1982-092JG","49790","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-06","90.32","82.56","306","274","","","0","SMALL","8246","1982","92","JG","Y","COSMOS 1408 DEB","1982-092JG","49790"
"1982-092JH","49791","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-23","89.25","82.58","249","226","","","0","SMALL","8065","1982","92","JH","Y","COSMOS 1408 DEB","1982-092JH","49791"
"1982-092JJ","49792","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-02","88.45","82.67","206","189","","","0","SMALL","8167","1982","92","JJ","Y","COSMOS 1408 DEB","1982-092JJ","49792"
"1982-092JK","49793","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-18","89.66","82.59","272","243","","","0","SMALL","8091","1982","92","JK","Y","COSMOS 1408 DEB","1982-092JK","49793"
"1982-092JL","49794","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-02","89.89","82.61","295","243","","","0","SMALL","7900","1982","92","JL","Y","COSMOS 1408 DEB","1982-092JL","49794"
"1982-092JM","49795","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-07","88.38","82.65","206","183","","","0","SMALL","7966","1982","92","JM","Y","COSMOS 1408 DEB","1982-092JM","49795"
"1982-092JN","49796","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-26","91.60","82.35","375","332","","","0","SMALL","7922","1982","92","JN","Y","COSMOS 1408 DEB","1982-092JN","49796"
"1982-092JP","49797","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-02","88.71","82.70","223","199","","","0","SMALL","7984","1982","92","JP","Y","COSMOS 1408 DEB","1982-092JP","49797"
"1982-092JQ","49798","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-18","91.40","82.68","394","293","","","0","SMALL","8306","1982","92","JQ","Y","COSMOS 1408 DEB","1982-092JQ","49798"
"1982-092JR","49799","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-28","89.99","82.70","282","266","","","0","SMALL","8246","1982","92","JR","Y","COSMOS 1408 DEB","1982-092JR","49799"
"1982-092JS","49800","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-12","88.48","82.51","205","193","","","0","SMALL","8025","1982","92","JS","Y","COSMOS 1408 DEB","1982-092JS","49800"
"1982-092JT","49801","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-03","88.88","82.54","233","205","","","0","SMALL","8136","1982","92","JT","Y","COSMOS 1408 DEB","1982-092JT","49801"
"1982-092JU","49802","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-14","88.02","82.60","185","168","","","0","SMALL","8283","1982","92","JU","Y","COSMOS 1408 DEB","1982-092JU","49802"
"1982-092JV","49803","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-08","87.59","82.47","165","145","","","0","SMALL","8111","1982","92","JV","Y","COSMOS 1408 DEB","1982-092JV","49803"
"1982-092JW","49804","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-09","94.35","82.92","612","363","","","0","SMALL","8246","1982","92","JW","Y","COSMOS 1408 DEB","1982-092JW","49804"
"1982-092JX","49805","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-26","88.65","82.54","215","200","","","0","SMALL","8041","1982","92","JX","Y","COSMOS 1408 DEB","1982-092JX","49805"
"1982-092JY","49806","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-18","93.73","82.52","530","384","","","0","SMALL","8246","1982","92","JY","Y","COSMOS 1408 DEB","1982-092JY","49806"
"1982-092JZ","49807","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-09","91.52","82.30","385","313","","","0","SMALL","8306","1982","92","JZ","Y","COSMOS 1408 DEB","1982-092JZ","49807"
"1982-092K","49522","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-27","87.64","82.54","162","153","","","0","MEDIUM","8217","1982","92","K","Y","COSMOS 1408 DEB","1982-092K","49522"
"1982-092KA","49808","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-12","89.34","82.78","244","239","","","0","SMALL","8202","1982","92","KA","Y","COSMOS 1408 DEB","1982-092KA","49808"
"1982-092KB","49820","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-03","91.28","82.51","359","316","","","0","SMALL","8306","1982","92","KB","Y","COSMOS 1408 DEB","1982-092KB","49820"
"1982-092KC","49821","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-14","89.20","82.47","252","219","","","0","SMALL","8279","1982","92","KC","Y","COSMOS 1408 DEB","1982-092KC","49821"
"1982-092KD","49822","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-21","88.23","82.53","194","180","","","0","MEDIUM","8246","1982","92","KD","Y","COSMOS 1408 DEB","1982-092KD","49822"
"1982-092KE","49823","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-26","88.72","82.48","224","198","","","0","SMALL","8246","1982","92","KE","Y","COSMOS 1408 DEB","1982-092KE","49823"
"1982-092KF","49824","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-08","88.76","82.50","223","203","","","0","SMALL","7992","1982","92","KF","Y","COSMOS 1408 DEB","1982-092KF","49824"
"1982-092KG","49825","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-02-28","87.27","82.62","145","133","","","0","SMALL","8339","1982","92","KG","Y","COSMOS 1408 DEB","1982-092KG","49825"
"1982-092KH","49826","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-15","88.04","82.75","185","170","","","0","SMALL","8385","1982","92","KH","Y","COSMOS 1408 DEB","1982-092KH","49826"
"1982-092KJ","49827","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-14","88.84","82.81","230","205","","","0","SMALL","8246","1982","92","KJ","Y","COSMOS 1408 DEB","1982-092KJ","49827"
"1982-092KK","49828","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.61","82.57","414","390","","","0","MEDIUM","8481","1982","92","KK","Y","COSMOS 1408 DEB","1982-092KK","49828"
"1982-092KL","49829","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-15","91.12","82.51","343","316","","","0","SMALL","8000","1982","92","KL","Y","COSMOS 1408 DEB","1982-092KL","49829"
"1982-092KM","49830","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-11","89.03","82.60","233","220","","","0","SMALL","8025","1982","92","KM","Y","COSMOS 1408 DEB","1982-092KM","49830"
"1982-092KN","49831","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-19","87.63","82.58","164","151","","","0","SMALL","8152","1982","92","KN","Y","COSMOS 1408 DEB","1982-092KN","49831"
"1982-092KP","49832","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-10","90.17","82.58","307","258","","","0","SMALL","8091","1982","92","KP","Y","COSMOS 1408 DEB","1982-092KP","49832"
"1982-092KQ","49833","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-08","88.15","82.55","190","177","","","0","SMALL","8023","1982","92","KQ","Y","COSMOS 1408 DEB","1982-092KQ","49833"
"1982-092KR","49834","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-28","89.11","82.57","241","220","","","0","SMALL","8041","1982","92","KR","Y","COSMOS 1408 DEB","1982-092KR","49834"
"1982-092KS","49835","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-07","88.53","82.57","212","191","","","0","SMALL","8019","1982","92","KS","Y","COSMOS 1408 DEB","1982-092KS","49835"
"1982-092KT","49836","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-18","89.11","82.53","244","218","","","0","SMALL","8091","1982","92","KT","Y","COSMOS 1408 DEB","1982-092KT","49836"
"1982-092KU","49837","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-03-01","89.94","82.54","285","259","","","0","SMALL","8246","1982","92","KU","Y","COSMOS 1408 DEB","1982-092KU","49837"
"1982-092KV","49838","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-21","89.84","82.57","279","253","","","0","SMALL","8246","1982","92","KV","Y","COSMOS 1408 DEB","1982-092KV","49838"
"1982-092KW","49839","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-22","87.63","82.51","163","151","","","0","SMALL","8361","1982","92","KW","Y","COSMOS 1408 DEB","1982-092KW","49839"
"1982-092KX","49840","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.76","82.48","579","435","","","0","SMALL","8480","1982","92","KX","Y","COSMOS 1408 DEB","1982-092KX","49840"
"1982-092KY","49841","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-01","87.77","82.48","170","158","","","0","SMALL","8371","1982","92","KY","Y","COSMOS 1408 DEB","1982-092KY","49841"
"1982-092KZ","49842","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-06-29","88.58","82.52","219","190","","","0","SMALL","8177","1982","92","KZ","Y","COSMOS 1408 DEB","1982-092KZ","49842"
"1982-092L","49523","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-01","87.81","82.58","173","159","","","0","SMALL","8163","1982","92","L","Y","COSMOS 1408 DEB","1982-092L","49523"
"1982-092LA","49843","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-05-31","87.40","82.45","156","135","","","0","SMALL","8430","1982","92","LA","Y","COSMOS 1408 DEB","1982-092LA","49843"
"1982-092LB","49844","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.06","82.57","433","416","","","0","MEDIUM","8481","1982","92","LB","Y","COSMOS 1408 DEB","1982-092LB","49844"
"1982-092LC","49845","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-10-05","89.45","82.68","253","241","","","0","SMALL","8205","1982","92","LC","Y","COSMOS 1408 DEB","1982-092LC","49845"
"1982-092LD","49846","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-16","89.86","82.68","280","255","","","0","SMALL","8306","1982","92","LD","Y","COSMOS 1408 DEB","1982-092LD","49846"
"1982-092LE","49847","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-31","87.88","82.57","179","159","","","0","SMALL","8075","1982","92","LE","Y","COSMOS 1408 DEB","1982-092LE","49847"
"1982-092LF","49848","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-11-09","87.43","82.60","154","140","","","0","SMALL","8246","1982","92","LF","Y","COSMOS 1408 DEB","1982-092LF","49848"
"1982-092LG","49849","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-27","88.63","82.47","213","200","","","0","SMALL","8187","1982","92","LG","Y","COSMOS 1408 DEB","1982-092LG","49849"
"1982-092LH","49850","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-04-02","88.58","82.45","213","196","","","0","SMALL","8023","1982","92","LH","Y","COSMOS 1408 DEB","1982-092LH","49850"
"1982-092LJ","49851","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-21","87.44","82.51","154","142","","","0","MEDIUM","8392","1982","92","LJ","Y","COSMOS 1408 DEB","1982-092LJ","49851"
"1982-092LK","49852","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-03","88.21","82.47","205","167","","","0","SMALL","8246","1982","92","LK","Y","COSMOS 1408 DEB","1982-092LK","49852"
"1982-092LL","49853","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-04-15","87.73","82.62","168","155","","","0","SMALL","8385","1982","92","LL","Y","COSMOS 1408 DEB","1982-092LL","49853"
"1982-092LM","49854","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2023-03-14","87.58","82.64","157","153","","","0","SMALL","8353","1982","92","LM","Y","COSMOS 1408 DEB","1982-092LM","49854"
"1982-092LN","49855","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-08-17","89.24","82.49","252","222","","","0","SMALL","8149","1982","92","LN","Y","COSMOS 1408 DEB","1982-092LN","49855"
"1982-092LP","49856","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-05-03","88.76","82.58","222","204","","","0","SMALL","8051","1982","92","LP","Y","COSMOS 1408 DEB","1982-092LP","49856"
"1982-092LQ","49857","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-19","87.98","82.56","186","163","","","0","SMALL","8121","1982","92","LQ","Y","COSMOS 1408 DEB","1982-092LQ","49857"
"1982-092LR","49858","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-18","88.19","82.52","192","178","","","0","SMALL","8246","1982","92","LR","Y","COSMOS 1408 DEB","1982-092LR","49858"
"1982-092LS","49859","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-07-31","88.27","82.65","197","180","","","0","SMALL","8136","1982","92","LS","Y","COSMOS 1408 DEB","1982-092LS","49859"
"1982-092LT","49860","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-09-15","88.07","82.55","187","171","","","0","SMALL","8177","1982","92","LT","Y","COSMOS 1408 DEB","1982-092LT","49860"
